  Matrix elements < ab | V | cd> in mscheme
 Legend: a  b  c  d and  < ab | V | cd>
  22   4   6  12     0.266463E+00
  22   4   6  16     0.320018E+00
  22   4   6  20     0.296515E+00
  22   4   8   2     -.116158E+00
  22   4   8   6     0.000000E+00
  22   4   8  10     0.266463E+00
  22   4   8  14     0.320018E+00
  22   4   8  18     0.296515E+00
  22   4  10   4     -.337787E+00
  22   4  10   8     -.266463E+00
  22   4  10  12     0.000000E+00
  22   4  10  16     0.116604E+00
  22   4  12   2     -.337787E+00
  22   4  12   6     -.266463E+00
  22   4  12  10     0.000000E+00
  22   4  12  14     0.116604E+00
  22   4  14   4     -.594199E+00
  22   4  14   8     -.320018E+00
  22   4  14  12     -.116604E+00
  22   4  16   2     -.594199E+00
  22   4  16   6     -.320018E+00
  22   4  16  10     -.116604E+00
  22   4  18   4     -.691397E+00
  22   4  18   8     -.296515E+00
  22   4  20   2     -.691397E+00
  22   4  20   6     -.296515E+00
  22   4  22   4     -.694374E+00
  22   4  24   2     -.694374E+00
  24   2   2   4     0.000000E+00
  24   2   2   8     0.116158E+00
  24   2   2  12     0.337787E+00
  24   2   2  16     0.594199E+00
  24   2   2  20     0.691397E+00
  24   2   2  24     0.694374E+00
  24   2   4   2     0.000000E+00
  24   2   4   6     0.116158E+00
  24   2   4  10     0.337787E+00
  24   2   4  14     0.594199E+00
  24   2   4  18     0.691397E+00
  24   2   4  22     0.694374E+00
  24   2   6   4     -.116158E+00
  24   2   6   8     0.000000E+00
  24   2   6  12     0.266463E+00
  24   2   6  16     0.320018E+00
  24   2   6  20     0.296515E+00
  24   2   8   2     -.116158E+00
  24   2   8   6     0.000000E+00
  24   2   8  10     0.266463E+00
  24   2   8  14     0.320018E+00
  24   2   8  18     0.296515E+00
  24   2  10   4     -.337787E+00
  24   2  10   8     -.266463E+00
  24   2  10  12     0.000000E+00
  24   2  10  16     0.116604E+00
  24   2  12   2     -.337787E+00
  24   2  12   6     -.266463E+00
  24   2  12  10     0.000000E+00
  24   2  12  14     0.116604E+00
  24   2  14   4     -.594199E+00
  24   2  14   8     -.320018E+00
  24   2  14  12     -.116604E+00
  24   2  16   2     -.594199E+00
  24   2  16   6     -.320018E+00
  24   2  16  10     -.116604E+00
  24   2  18   4     -.691397E+00
  24   2  18   8     -.296515E+00
  24   2  20   2     -.691397E+00
  24   2  20   6     -.296515E+00
  24   2  22   4     -.694374E+00
  24   2  24   2     -.694374E+00
   3   7   3   7     0.000000E+00
   3   7   3  11     0.000000E+00
   3   7   3  15     0.000000E+00
   3   7   3  19     0.000000E+00
   3   7   3  23     0.000000E+00
   3   7   7   3     0.000000E+00
   3   7   7  11     0.000000E+00
   3   7   7  15     0.000000E+00
   3   7   7  19     0.000000E+00
   3   7  11   3     0.000000E+00
   3   7  11   7     0.000000E+00
   3   7  11  15     0.000000E+00
   3   7  15   3     0.000000E+00
   3   7  15   7     0.000000E+00
   3   7  15  11     0.000000E+00
   3   7  19   3     0.000000E+00
   3   7  19   7     0.000000E+00
   3   7  23   3     0.000000E+00
   3  11   3   7     0.000000E+00
   3  11   3  11     0.000000E+00
   3  11   3  15     0.000000E+00
   3  11   3  19     0.000000E+00
   3  11   3  23     0.000000E+00
   3  11   7   3     0.000000E+00
   3  11   7  11     0.000000E+00
   3  11   7  15     0.000000E+00
   3  11   7  19     0.000000E+00
   3  11  11   3     0.000000E+00
   3  11  11   7     0.000000E+00
   3  11  11  15     0.000000E+00
   3  11  15   3     0.000000E+00
   3  11  15   7     0.000000E+00
   3  11  15  11     0.000000E+00
   3  11  19   3     0.000000E+00
   3  11  19   7     0.000000E+00
   3  11  23   3     0.000000E+00
   3  15   3   7     0.000000E+00
   3  15   3  11     0.000000E+00
   3  15   3  15     0.000000E+00
   3  15   3  19     0.000000E+00
   3  15   3  23     0.000000E+00
   3  15   7   3     0.000000E+00
   3  15   7  11     0.000000E+00
   3  15   7  15     0.000000E+00
   3  15   7  19     0.000000E+00
   3  15  11   3     0.000000E+00
   3  15  11   7     0.000000E+00
   3  15  11  15     0.000000E+00
   3  15  15   3     0.000000E+00
   3  15  15   7     0.000000E+00
   3  15  15  11     0.000000E+00
   3  15  19   3     0.000000E+00
   3  15  19   7     0.000000E+00
   3  15  23   3     0.000000E+00
   3  19   3   7     0.000000E+00
   3  19   3  11     0.000000E+00
   3  19   3  15     0.000000E+00
   3  19   3  19     0.000000E+00
   3  19   3  23     0.000000E+00
   3  19   7   3     0.000000E+00
   3  19   7  11     0.000000E+00
   3  19   7  15     0.000000E+00
   3  19   7  19     0.000000E+00
   3  19  11   3     0.000000E+00
   3  19  11   7     0.000000E+00
   3  19  11  15     0.000000E+00
   3  19  15   3     0.000000E+00
   3  19  15   7     0.000000E+00
   3  19  15  11     0.000000E+00
   3  19  19   3     0.000000E+00
   3  19  19   7     0.000000E+00
   3  19  23   3     0.000000E+00
   3  23   3   7     0.000000E+00
   3  23   3  11     0.000000E+00
   3  23   3  15     0.000000E+00
   3  23   3  19     0.000000E+00
   3  23   3  23     0.000000E+00
   3  23   7   3     0.000000E+00
   3  23   7  11     0.000000E+00
   3  23   7  15     0.000000E+00
   3  23   7  19     0.000000E+00
   3  23  11   3     0.000000E+00
   3  23  11   7     0.000000E+00
   3  23  11  15     0.000000E+00
   3  23  15   3     0.000000E+00
   3  23  15   7     0.000000E+00
   3  23  15  11     0.000000E+00
   3  23  19   3     0.000000E+00
   3  23  19   7     0.000000E+00
   3  23  23   3     0.000000E+00
   7   3   3   7     0.000000E+00
   7   3   3  11     0.000000E+00
   7   3   3  15     0.000000E+00
   7   3   3  19     0.000000E+00
   7   3   3  23     0.000000E+00
   7   3   7   3     0.000000E+00
   7   3   7  11     0.000000E+00
   7   3   7  15     0.000000E+00
   7   3   7  19     0.000000E+00
   7   3  11   3     0.000000E+00
   7   3  11   7     0.000000E+00
   7   3  11  15     0.000000E+00
   7   3  15   3     0.000000E+00
   7   3  15   7     0.000000E+00
   7   3  15  11     0.000000E+00
   7   3  19   3     0.000000E+00
   7   3  19   7     0.000000E+00
   7   3  23   3     0.000000E+00
   7  11   3   7     0.000000E+00
   7  11   3  11     0.000000E+00
   7  11   3  15     0.000000E+00
   7  11   3  19     0.000000E+00
   7  11   3  23     0.000000E+00
   7  11   7   3     0.000000E+00
   7  11   7  11     0.000000E+00
   7  11   7  15     0.000000E+00
   7  11   7  19     0.000000E+00
   7  11  11   3     0.000000E+00
   7  11  11   7     0.000000E+00
   7  11  11  15     0.000000E+00
   7  11  15   3     0.000000E+00
   7  11  15   7     0.000000E+00
   7  11  15  11     0.000000E+00
   7  11  19   3     0.000000E+00
   7  11  19   7     0.000000E+00
   7  11  23   3     0.000000E+00
   7  15   3   7     0.000000E+00
   7  15   3  11     0.000000E+00
   7  15   3  15     0.000000E+00
   7  15   3  19     0.000000E+00
   7  15   3  23     0.000000E+00
   7  15   7   3     0.000000E+00
   7  15   7  11     0.000000E+00
   7  15   7  15     0.000000E+00
   7  15   7  19     0.000000E+00
   7  15  11   3     0.000000E+00
   7  15  11   7     0.000000E+00
   7  15  11  15     0.000000E+00
   7  15  15   3     0.000000E+00
   7  15  15   7     0.000000E+00
   7  15  15  11     0.000000E+00
   7  15  19   3     0.000000E+00
   7  15  19   7     0.000000E+00
   7  15  23   3     0.000000E+00
   7  19   3   7     0.000000E+00
   7  19   3  11     0.000000E+00
   7  19   3  15     0.000000E+00
   7  19   3  19     0.000000E+00
   7  19   3  23     0.000000E+00
   7  19   7   3     0.000000E+00
   7  19   7  11     0.000000E+00
   7  19   7  15     0.000000E+00
   7  19   7  19     0.000000E+00
   7  19  11   3     0.000000E+00
   7  19  11   7     0.000000E+00
   7  19  11  15     0.000000E+00
   7  19  15   3     0.000000E+00
   7  19  15   7     0.000000E+00
   7  19  15  11     0.000000E+00
   7  19  19   3     0.000000E+00
   7  19  19   7     0.000000E+00
   7  19  23   3     0.000000E+00
  11   3   3   7     0.000000E+00
  11   3   3  11     0.000000E+00
  11   3   3  15     0.000000E+00
  11   3   3  19     0.000000E+00
  11   3   3  23     0.000000E+00
  11   3   7   3     0.000000E+00
  11   3   7  11     0.000000E+00
  11   3   7  15     0.000000E+00
  11   3   7  19     0.000000E+00
  11   3  11   3     0.000000E+00
  11   3  11   7     0.000000E+00
  11   3  11  15     0.000000E+00
  11   3  15   3     0.000000E+00
  11   3  15   7     0.000000E+00
  11   3  15  11     0.000000E+00
  11   3  19   3     0.000000E+00
  11   3  19   7     0.000000E+00
  11   3  23   3     0.000000E+00
  11   7   3   7     0.000000E+00
  11   7   3  11     0.000000E+00
  11   7   3  15     0.000000E+00
  11   7   3  19     0.000000E+00
  11   7   3  23     0.000000E+00
  11   7   7   3     0.000000E+00
  11   7   7  11     0.000000E+00
  11   7   7  15     0.000000E+00
  11   7   7  19     0.000000E+00
  11   7  11   3     0.000000E+00
  11   7  11   7     0.000000E+00
  11   7  11  15     0.000000E+00
  11   7  15   3     0.000000E+00
  11   7  15   7     0.000000E+00
  11   7  15  11     0.000000E+00
  11   7  19   3     0.000000E+00
  11   7  19   7     0.000000E+00
  11   7  23   3     0.000000E+00
  11  15   3   7     0.000000E+00
  11  15   3  11     0.000000E+00
  11  15   3  15     0.000000E+00
  11  15   3  19     0.000000E+00
  11  15   3  23     0.000000E+00
  11  15   7   3     0.000000E+00
  11  15   7  11     0.000000E+00
  11  15   7  15     0.000000E+00
  11  15   7  19     0.000000E+00
  11  15  11   3     0.000000E+00
  11  15  11   7     0.000000E+00
  11  15  11  15     0.000000E+00
  11  15  15   3     0.000000E+00
  11  15  15   7     0.000000E+00
  11  15  15  11     0.000000E+00
  11  15  19   3     0.000000E+00
  11  15  19   7     0.000000E+00
  11  15  23   3     0.000000E+00
  15   3   3   7     0.000000E+00
  15   3   3  11     0.000000E+00
  15   3   3  15     0.000000E+00
  15   3   3  19     0.000000E+00
  15   3   3  23     0.000000E+00
  15   3   7   3     0.000000E+00
  15   3   7  11     0.000000E+00
  15   3   7  15     0.000000E+00
  15   3   7  19     0.000000E+00
  15   3  11   3     0.000000E+00
  15   3  11   7     0.000000E+00
  15   3  11  15     0.000000E+00
  15   3  15   3     0.000000E+00
  15   3  15   7     0.000000E+00
  15   3  15  11     0.000000E+00
  15   3  19   3     0.000000E+00
  15   3  19   7     0.000000E+00
  15   3  23   3     0.000000E+00
  15   7   3   7     0.000000E+00
  15   7   3  11     0.000000E+00
  15   7   3  15     0.000000E+00
  15   7   3  19     0.000000E+00
  15   7   3  23     0.000000E+00
  15   7   7   3     0.000000E+00
  15   7   7  11     0.000000E+00
  15   7   7  15     0.000000E+00
  15   7   7  19     0.000000E+00
  15   7  11   3     0.000000E+00
  15   7  11   7     0.000000E+00
  15   7  11  15     0.000000E+00
  15   7  15   3     0.000000E+00
  15   7  15   7     0.000000E+00
  15   7  15  11     0.000000E+00
  15   7  19   3     0.000000E+00
  15   7  19   7     0.000000E+00
  15   7  23   3     0.000000E+00
  15  11   3   7     0.000000E+00
  15  11   3  11     0.000000E+00
  15  11   3  15     0.000000E+00
  15  11   3  19     0.000000E+00
  15  11   3  23     0.000000E+00
  15  11   7   3     0.000000E+00
  15  11   7  11     0.000000E+00
  15  11   7  15     0.000000E+00
  15  11   7  19     0.000000E+00
  15  11  11   3     0.000000E+00
  15  11  11   7     0.000000E+00
  15  11  11  15     0.000000E+00
  15  11  15   3     0.000000E+00
  15  11  15   7     0.000000E+00
  15  11  15  11     0.000000E+00
  15  11  19   3     0.000000E+00
  15  11  19   7     0.000000E+00
  15  11  23   3     0.000000E+00
  19   3   3   7     0.000000E+00
  19   3   3  11     0.000000E+00
  19   3   3  15     0.000000E+00
  19   3   3  19     0.000000E+00
  19   3   3  23     0.000000E+00
  19   3   7   3     0.000000E+00
  19   3   7  11     0.000000E+00
  19   3   7  15     0.000000E+00
  19   3   7  19     0.000000E+00
  19   3  11   3     0.000000E+00
  19   3  11   7     0.000000E+00
  19   3  11  15     0.000000E+00
  19   3  15   3     0.000000E+00
  19   3  15   7     0.000000E+00
  19   3  15  11     0.000000E+00
  19   3  19   3     0.000000E+00
  19   3  19   7     0.000000E+00
  19   3  23   3     0.000000E+00
  19   7   3   7     0.000000E+00
  19   7   3  11     0.000000E+00
  19   7   3  15     0.000000E+00
  19   7   3  19     0.000000E+00
  19   7   3  23     0.000000E+00
  19   7   7   3     0.000000E+00
  19   7   7  11     0.000000E+00
  19   7   7  15     0.000000E+00
  19   7   7  19     0.000000E+00
  19   7  11   3     0.000000E+00
  19   7  11   7     0.000000E+00
  19   7  11  15     0.000000E+00
  19   7  15   3     0.000000E+00
  19   7  15   7     0.000000E+00
  19   7  15  11     0.000000E+00
  19   7  19   3     0.000000E+00
  19   7  19   7     0.000000E+00
  19   7  23   3     0.000000E+00
  23   3   3   7     0.000000E+00
  23   3   3  11     0.000000E+00
  23   3   3  15     0.000000E+00
  23   3   3  19     0.000000E+00
  23   3   3  23     0.000000E+00
  23   3   7   3     0.000000E+00
  23   3   7  11     0.000000E+00
  23   3   7  15     0.000000E+00
  23   3   7  19     0.000000E+00
  23   3  11   3     0.000000E+00
  23   3  11   7     0.000000E+00
  23   3  11  15     0.000000E+00
  23   3  15   3     0.000000E+00
  23   3  15   7     0.000000E+00
  23   3  15  11     0.000000E+00
  23   3  19   3     0.000000E+00
  23   3  19   7     0.000000E+00
  23   3  23   3     0.000000E+00
   3   4   3   4     -.447345E+01
   3   4   3   8     -.184611E+01
   3   4   3  12     -.649258E+00
   3   4   3  16     -.193416E+00
   3   4   3  20     -.398366E-01
   3   4   3  24     0.336279E-02
   3   4   4   3     0.447345E+01
   3   4   4   7     0.184611E+01
   3   4   4  11     0.649258E+00
   3   4   4  15     0.193416E+00
   3   4   4  19     0.398366E-01
   3   4   4  23     -.336279E-02
   3   4   7   4     -.184611E+01
   3   4   7   8     -.118538E+01
   3   4   7  12     -.511731E+00
   3   4   7  16     -.137998E+00
   3   4   7  20     0.143986E-01
   3   4   8   3     0.184611E+01
   3   4   8   7     0.118538E+01
   3   4   8  11     0.511731E+00
   3   4   8  15     0.137998E+00
   3   4   8  19     -.143986E-01
   3   4  11   4     -.649258E+00
   3   4  11   8     -.511731E+00
   3   4  11  12     -.199978E+00
   3   4  11  16     0.273195E-01
   3   4  12   3     0.649258E+00
   3   4  12   7     0.511731E+00
   3   4  12  11     0.199978E+00
   3   4  12  15     -.273195E-01
   3   4  15   4     -.193416E+00
   3   4  15   8     -.137998E+00
   3   4  15  12     0.273195E-01
   3   4  16   3     0.193416E+00
   3   4  16   7     0.137998E+00
   3   4  16  11     -.273195E-01
   3   4  19   4     -.398366E-01
   3   4  19   8     0.143986E-01
   3   4  20   3     0.398366E-01
   3   4  20   7     -.143986E-01
   3   4  23   4     0.336279E-02
   3   4  24   3     -.336279E-02
   3   8   3   4     -.184611E+01
   3   8   3   8     -.191476E+01
   3   8   3  12     -.113668E+01
   3   8   3  16     -.522785E+00
   3   8   3  20     -.189479E+00
   3   8   3  24     -.429497E-01
   3   8   4   3     0.184611E+01
   3   8   4   7     0.191476E+01
   3   8   4  11     0.113668E+01
   3   8   4  15     0.522785E+00
   3   8   4  19     0.189479E+00
   3   8   4  23     0.429497E-01
   3   8   7   4     -.191476E+01
   3   8   7   8     -.844547E+00
   3   8   7  12     -.517485E+00
   3   8   7  16     -.269544E+00
   3   8   7  20     -.776685E-01
   3   8   8   3     0.191476E+01
   3   8   8   7     0.844547E+00
   3   8   8  11     0.517485E+00
   3   8   8  15     0.269544E+00
   3   8   8  19     0.776685E-01
   3   8  11   4     -.113668E+01
   3   8  11   8     -.517485E+00
   3   8  11  12     -.203748E+00
   3   8  11  16     -.465866E-01
   3   8  12   3     0.113668E+01
   3   8  12   7     0.517485E+00
   3   8  12  11     0.203748E+00
   3   8  12  15     0.465866E-01
   3   8  15   4     -.522785E+00
   3   8  15   8     -.269544E+00
   3   8  15  12     -.465866E-01
   3   8  16   3     0.522785E+00
   3   8  16   7     0.269544E+00
   3   8  16  11     0.465866E-01
   3   8  19   4     -.189479E+00
   3   8  19   8     -.776685E-01
   3   8  20   3     0.189479E+00
   3   8  20   7     0.776685E-01
   3   8  23   4     -.429497E-01
   3   8  24   3     0.429497E-01
   3  12   3   4     -.649258E+00
   3  12   3   8     -.113668E+01
   3  12   3  12     -.111397E+01
   3  12   3  16     -.770775E+00
   3  12   3  20     -.421114E+00
   3  12   3  24     -.182769E+00
   3  12   4   3     0.649258E+00
   3  12   4   7     0.113668E+01
   3  12   4  11     0.111397E+01
   3  12   4  15     0.770775E+00
   3  12   4  19     0.421114E+00
   3  12   4  23     0.182769E+00
   3  12   7   4     -.113668E+01
   3  12   7   8     -.857148E+00
   3  12   7  12     -.453271E+00
   3  12   7  16     -.282725E+00
   3  12   7  20     -.168162E+00
   3  12   8   3     0.113668E+01
   3  12   8   7     0.857148E+00
   3  12   8  11     0.453271E+00
   3  12   8  15     0.282725E+00
   3  12   8  19     0.168162E+00
   3  12  11   4     -.111397E+01
   3  12  11   8     -.453271E+00
   3  12  11  12     -.187890E+00
   3  12  11  16     -.456498E-01
   3  12  12   3     0.111397E+01
   3  12  12   7     0.453271E+00
   3  12  12  11     0.187890E+00
   3  12  12  15     0.456498E-01
   3  12  15   4     -.770775E+00
   3  12  15   8     -.282725E+00
   3  12  15  12     -.456498E-01
   3  12  16   3     0.770775E+00
   3  12  16   7     0.282725E+00
   3  12  16  11     0.456498E-01
   3  12  19   4     -.421114E+00
   3  12  19   8     -.168162E+00
   3  12  20   3     0.421114E+00
   3  12  20   7     0.168162E+00
   3  12  23   4     -.182769E+00
   3  12  24   3     0.182769E+00
   3  16   3   4     -.193416E+00
   3  16   3   8     -.522785E+00
   3  16   3  12     -.770775E+00
   3  16   3  16     -.767315E+00
   3  16   3  20     -.585235E+00
   3  16   3  24     -.363744E+00
   3  16   4   3     0.193416E+00
   3  16   4   7     0.522785E+00
   3  16   4  11     0.770775E+00
   3  16   4  15     0.767315E+00
   3  16   4  19     0.585235E+00
   3  16   4  23     0.363744E+00
   3  16   7   4     -.522785E+00
   3  16   7   8     -.624809E+00
   3  16   7  12     -.445327E+00
   3  16   7  16     -.268095E+00
   3  16   7  20     -.182706E+00
   3  16   8   3     0.522785E+00
   3  16   8   7     0.624809E+00
   3  16   8  11     0.445327E+00
   3  16   8  15     0.268095E+00
   3  16   8  19     0.182706E+00
   3  16  11   4     -.770775E+00
   3  16  11   8     -.445327E+00
   3  16  11  12     -.164667E+00
   3  16  11  16     -.417329E-01
   3  16  12   3     0.770775E+00
   3  16  12   7     0.445327E+00
   3  16  12  11     0.164667E+00
   3  16  12  15     0.417329E-01
   3  16  15   4     -.767315E+00
   3  16  15   8     -.268095E+00
   3  16  15  12     -.417329E-01
   3  16  16   3     0.767315E+00
   3  16  16   7     0.268095E+00
   3  16  16  11     0.417329E-01
   3  16  19   4     -.585235E+00
   3  16  19   8     -.182706E+00
   3  16  20   3     0.585235E+00
   3  16  20   7     0.182706E+00
   3  16  23   4     -.363744E+00
   3  16  24   3     0.363744E+00
   3  20   3   4     -.398366E-01
   3  20   3   8     -.189479E+00
   3  20   3  12     -.421114E+00
   3  20   3  16     -.585235E+00
   3  20   3  20     -.597525E+00
   3  20   3  24     -.489267E+00
   3  20   4   3     0.398366E-01
   3  20   4   7     0.189479E+00
   3  20   4  11     0.421114E+00
   3  20   4  15     0.585235E+00
   3  20   4  19     0.597525E+00
   3  20   4  23     0.489267E+00
   3  20   7   4     -.189479E+00
   3  20   7   8     -.334056E+00
   3  20   7  12     -.350230E+00
   3  20   7  16     -.258125E+00
   3  20   7  20     -.176444E+00
   3  20   8   3     0.189479E+00
   3  20   8   7     0.334056E+00
   3  20   8  11     0.350230E+00
   3  20   8  15     0.258125E+00
   3  20   8  19     0.176444E+00
   3  20  11   4     -.421114E+00
   3  20  11   8     -.350230E+00
   3  20  11  12     -.164957E+00
   3  20  11  16     -.372200E-01
   3  20  12   3     0.421114E+00
   3  20  12   7     0.350230E+00
   3  20  12  11     0.164957E+00
   3  20  12  15     0.372200E-01
   3  20  15   4     -.585235E+00
   3  20  15   8     -.258125E+00
   3  20  15  12     -.372200E-01
   3  20  16   3     0.585235E+00
   3  20  16   7     0.258125E+00
   3  20  16  11     0.372200E-01
   3  20  19   4     -.597525E+00
   3  20  19   8     -.176444E+00
   3  20  20   3     0.597525E+00
   3  20  20   7     0.176444E+00
   3  20  23   4     -.489267E+00
   3  20  24   3     0.489267E+00
   3  24   3   4     0.336279E-02
   3  24   3   8     -.429497E-01
   3  24   3  12     -.182769E+00
   3  24   3  16     -.363744E+00
   3  24   3  20     -.489267E+00
   3  24   3  24     -.509175E+00
   3  24   4   3     -.336279E-02
   3  24   4   7     0.429497E-01
   3  24   4  11     0.182769E+00
   3  24   4  15     0.363744E+00
   3  24   4  19     0.489267E+00
   3  24   4  23     0.509175E+00
   3  24   7   4     -.429497E-01
   3  24   7   8     -.121255E+00
   3  24   7  12     -.202250E+00
   3  24   7  16     -.210324E+00
   3  24   7  20     -.167948E+00
   3  24   8   3     0.429497E-01
   3  24   8   7     0.121255E+00
   3  24   8  11     0.202250E+00
   3  24   8  15     0.210324E+00
   3  24   8  19     0.167948E+00
   3  24  11   4     -.182769E+00
   3  24  11   8     -.202250E+00
   3  24  11  12     -.133816E+00
   3  24  11  16     -.388810E-01
   3  24  12   3     0.182769E+00
   3  24  12   7     0.202250E+00
   3  24  12  11     0.133816E+00
   3  24  12  15     0.388810E-01
   3  24  15   4     -.363744E+00
   3  24  15   8     -.210324E+00
   3  24  15  12     -.388810E-01
   3  24  16   3     0.363744E+00
   3  24  16   7     0.210324E+00
   3  24  16  11     0.388810E-01
   3  24  19   4     -.489267E+00
   3  24  19   8     -.167948E+00
   3  24  20   3     0.489267E+00
   3  24  20   7     0.167948E+00
   3  24  23   4     -.509175E+00
   3  24  24   3     0.509175E+00
   4   3   3   4     0.447345E+01
   4   3   3   8     0.184611E+01
   4   3   3  12     0.649258E+00
   4   3   3  16     0.193416E+00
   4   3   3  20     0.398366E-01
   4   3   3  24     -.336279E-02
   4   3   4   3     -.447345E+01
   4   3   4   7     -.184611E+01
   4   3   4  11     -.649258E+00
   4   3   4  15     -.193416E+00
   4   3   4  19     -.398366E-01
   4   3   4  23     0.336279E-02
   4   3   7   4     0.184611E+01
   4   3   7   8     0.118538E+01
   4   3   7  12     0.511731E+00
   4   3   7  16     0.137998E+00
   4   3   7  20     -.143986E-01
   4   3   8   3     -.184611E+01
   4   3   8   7     -.118538E+01
   4   3   8  11     -.511731E+00
   4   3   8  15     -.137998E+00
   4   3   8  19     0.143986E-01
   4   3  11   4     0.649258E+00
   4   3  11   8     0.511731E+00
   4   3  11  12     0.199978E+00
   4   3  11  16     -.273195E-01
   4   3  12   3     -.649258E+00
   4   3  12   7     -.511731E+00
   4   3  12  11     -.199978E+00
   4   3  12  15     0.273195E-01
   4   3  15   4     0.193416E+00
   4   3  15   8     0.137998E+00
   4   3  15  12     -.273195E-01
   4   3  16   3     -.193416E+00
   4   3  16   7     -.137998E+00
   4   3  16  11     0.273195E-01
   4   3  19   4     0.398366E-01
   4   3  19   8     -.143986E-01
   4   3  20   3     -.398366E-01
   4   3  20   7     0.143986E-01
   4   3  23   4     -.336279E-02
   4   3  24   3     0.336279E-02
   4   7   3   4     0.184611E+01
   4   7   3   8     0.191476E+01
   4   7   3  12     0.113668E+01
   4   7   3  16     0.522785E+00
   4   7   3  20     0.189479E+00
   4   7   3  24     0.429497E-01
   4   7   4   3     -.184611E+01
   4   7   4   7     -.191476E+01
   4   7   4  11     -.113668E+01
   4   7   4  15     -.522785E+00
   4   7   4  19     -.189479E+00
   4   7   4  23     -.429497E-01
   4   7   7   4     0.191476E+01
   4   7   7   8     0.844547E+00
   4   7   7  12     0.517485E+00
   4   7   7  16     0.269544E+00
   4   7   7  20     0.776685E-01
   4   7   8   3     -.191476E+01
   4   7   8   7     -.844547E+00
   4   7   8  11     -.517485E+00
   4   7   8  15     -.269544E+00
   4   7   8  19     -.776685E-01
   4   7  11   4     0.113668E+01
   4   7  11   8     0.517485E+00
   4   7  11  12     0.203748E+00
   4   7  11  16     0.465866E-01
   4   7  12   3     -.113668E+01
   4   7  12   7     -.517485E+00
   4   7  12  11     -.203748E+00
   4   7  12  15     -.465866E-01
   4   7  15   4     0.522785E+00
   4   7  15   8     0.269544E+00
   4   7  15  12     0.465866E-01
   4   7  16   3     -.522785E+00
   4   7  16   7     -.269544E+00
   4   7  16  11     -.465866E-01
   4   7  19   4     0.189479E+00
   4   7  19   8     0.776685E-01
   4   7  20   3     -.189479E+00
   4   7  20   7     -.776685E-01
   4   7  23   4     0.429497E-01
   4   7  24   3     -.429497E-01
   4  11   3   4     0.649258E+00
   4  11   3   8     0.113668E+01
   4  11   3  12     0.111397E+01
   4  11   3  16     0.770775E+00
   4  11   3  20     0.421114E+00
   4  11   3  24     0.182769E+00
   4  11   4   3     -.649258E+00
   4  11   4   7     -.113668E+01
   4  11   4  11     -.111397E+01
   4  11   4  15     -.770775E+00
   4  11   4  19     -.421114E+00
   4  11   4  23     -.182769E+00
   4  11   7   4     0.113668E+01
   4  11   7   8     0.857148E+00
   4  11   7  12     0.453271E+00
   4  11   7  16     0.282725E+00
   4  11   7  20     0.168162E+00
   4  11   8   3     -.113668E+01
   4  11   8   7     -.857148E+00
   4  11   8  11     -.453271E+00
   4  11   8  15     -.282725E+00
   4  11   8  19     -.168162E+00
   4  11  11   4     0.111397E+01
   4  11  11   8     0.453271E+00
   4  11  11  12     0.187890E+00
   4  11  11  16     0.456498E-01
   4  11  12   3     -.111397E+01
   4  11  12   7     -.453271E+00
   4  11  12  11     -.187890E+00
   4  11  12  15     -.456498E-01
   4  11  15   4     0.770775E+00
   4  11  15   8     0.282725E+00
   4  11  15  12     0.456498E-01
   4  11  16   3     -.770775E+00
   4  11  16   7     -.282725E+00
   4  11  16  11     -.456498E-01
   4  11  19   4     0.421114E+00
   4  11  19   8     0.168162E+00
   4  11  20   3     -.421114E+00
   4  11  20   7     -.168162E+00
   4  11  23   4     0.182769E+00
   4  11  24   3     -.182769E+00
   4  15   3   4     0.193416E+00
   4  15   3   8     0.522785E+00
   4  15   3  12     0.770775E+00
   4  15   3  16     0.767315E+00
   4  15   3  20     0.585235E+00
   4  15   3  24     0.363744E+00
   4  15   4   3     -.193416E+00
   4  15   4   7     -.522785E+00
   4  15   4  11     -.770775E+00
   4  15   4  15     -.767315E+00
   4  15   4  19     -.585235E+00
   4  15   4  23     -.363744E+00
   4  15   7   4     0.522785E+00
   4  15   7   8     0.624809E+00
   4  15   7  12     0.445327E+00
   4  15   7  16     0.268095E+00
   4  15   7  20     0.182706E+00
   4  15   8   3     -.522785E+00
   4  15   8   7     -.624809E+00
   4  15   8  11     -.445327E+00
   4  15   8  15     -.268095E+00
   4  15   8  19     -.182706E+00
   4  15  11   4     0.770775E+00
   4  15  11   8     0.445327E+00
   4  15  11  12     0.164667E+00
   4  15  11  16     0.417329E-01
   4  15  12   3     -.770775E+00
   4  15  12   7     -.445327E+00
   4  15  12  11     -.164667E+00
   4  15  12  15     -.417329E-01
   4  15  15   4     0.767315E+00
   4  15  15   8     0.268095E+00
   4  15  15  12     0.417329E-01
   4  15  16   3     -.767315E+00
   4  15  16   7     -.268095E+00
   4  15  16  11     -.417329E-01
   4  15  19   4     0.585235E+00
   4  15  19   8     0.182706E+00
   4  15  20   3     -.585235E+00
   4  15  20   7     -.182706E+00
   4  15  23   4     0.363744E+00
   4  15  24   3     -.363744E+00
   4  19   3   4     0.398366E-01
   4  19   3   8     0.189479E+00
   4  19   3  12     0.421114E+00
   4  19   3  16     0.585235E+00
   4  19   3  20     0.597525E+00
   4  19   3  24     0.489267E+00
